"Unique ID","Sales Date","Deposit Date","Store ID","Retek Code","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
2772369,,2024-11-14,,,,,SBICASHMIS,,39000.00
2770356,,2024-11-14,,,57794,5779400429,"AXIS Cash",DEHRA,4399.00
2770357,,2024-11-14,,,57815,5781500442,"AXIS Cash",JAIPU,1060.00
2770358,,2024-11-14,,,57848,5784800146,"AXIS Cash",HYDER,620.00
2770359,,2024-11-14,,,57848,5784800147,"AXIS Cash",HYDER,1200.00
2770360,,2024-11-14,,,57883,5788300440,"AXIS Cash",DURGA,200.00
2770361,,2024-11-14,,,57153,644194,"AXIS Cash",CBRAL,19000.00
2770362,,2024-11-14,,,57126,5648937,"AXIS Cash",CBRAL,1110.00
2770363,,2024-11-14,,,57130,71670126,"AXIS Cash",CBRAL,12930.00
2770364,,2024-11-14,,,57131,82896182,"AXIS Cash",CBRAL,12900.00
2770365,,2024-11-14,,,57139,5713900688,"AXIS Cash",CBRAL,7065.00
2770366,,2024-11-14,,,57161,5716100712,"AXIS Cash",CBRAL,7250.00
2770367,,2024-11-14,,,57163,5716300513,"AXIS Cash",CBRAL,6000.00
2770368,,2024-11-14,,,57164,5716400529,"AXIS Cash",CBRAL,7200.00
2770369,,2024-11-14,,,57280,5728000460,"AXIS Cash",CBRAL,11070.00
2770266,,2024-11-14,,,57150,57150,"AXIS Cash",TRIVA,3521.00
2770267,,2024-11-14,,,57792,987977,"AXIS Cash",AHDBD,3398.00
2770268,,2024-11-14,,,57134,2846004,"AXIS Cash",BANGL,10220.00
2770269,,2024-11-14,,,57833,57592385,"AXIS Cash",SRIGA,3500.00
2770270,,2024-11-14,,,57839,58753084,"AXIS Cash",SIKAR,2600.00
2770271,,2024-11-14,,,57124,60458823,"AXIS Cash",GUWAH,5500.00
2770272,,2024-11-14,,,87301,61725113,"AXIS Cash",CHNDI,8200.00
2770273,,2024-11-14,,,57890,71671753,"AXIS Cash",GORAK,20300.00
2770274,,2024-11-14,,,57143,73168377,"AXIS Cash",TIRUP,2000.00
2770275,,2024-11-14,,,57749,74310022,"AXIS Cash",CHNDI,21015.00
2770276,,2024-11-14,,,57120,79142775,"AXIS Cash",BANGL,3000.00
2770277,,2024-11-14,,,57513,80330117,"AXIS Cash",KOTA,4500.00
2770278,,2024-11-14,,,57528,80330953,"AXIS Cash",KOTA,10500.00
2770279,,2024-11-14,,,57127,80684499,"AXIS Cash",JAMSH,2300.00
2770280,,2024-11-14,,,57847,80734466,"AXIS Cash",PANAJ,780.00
2770281,,2024-11-14,,,57108,81026147,"AXIS Cash",MYSOR,9000.00
2770282,,2024-11-14,,,57187,81049965,"AXIS Cash",BANGL,2100.00
2770283,,2024-11-14,,,57146,82646993,"AXIS Cash",MANGR,2900.00
2770284,,2024-11-14,,,57220,82707069,"AXIS Cash",BHOPA,3800.00
2770285,,2024-11-14,,,57508,82720128,"AXIS Cash",INDOR,1000.00
2770286,,2024-11-14,,,57899,83316676,"AXIS Cash",AHDBD,7650.00
2770287,,2024-11-14,,,57115,91358245,"AXIS Cash",HYDER,14870.00
2770288,,2024-11-14,,,57128,571280708,"AXIS Cash",MUMBA,5234.00
2770289,,2024-11-14,,,57135,571350594,"AXIS Cash",HYDER,12407.00
2770290,,2024-11-14,,,57190,571900056,"AXIS Cash",SURAT,12231.00
2770291,,2024-11-14,,,57845,578450269,"AXIS Cash",MUMBA,3500.00
2770292,,2024-11-14,,,57185,578500732,"AXIS Cash",PUNE,1000.00
2770293,,2024-11-14,,,57110,5711000708,"AXIS Cash",BAREI,19050.00
2770294,,2024-11-14,,,57111,5711100836,"AXIS Cash",CHENN,4250.00
2770295,,2024-11-14,,,57129,5712900722,"AXIS Cash",BANGL,2845.00
2770296,,2024-11-14,,,57133,5713300844,"AXIS Cash",NASIK,10970.00
2770297,,2024-11-14,,,57160,5716000449,"AXIS Cash",COIMB,2102.00
2770298,,2024-11-14,,,57168,5716800534,"AXIS Cash",DELHI,6210.00
2770299,,2024-11-14,,,57184,5718400790,"AXIS Cash",CALIC,1734.00
2770300,,2024-11-14,,,57193,5719300435,"AXIS Cash",TRIVA,9828.00
2770301,,2024-11-14,,,57194,5719400503,"AXIS Cash",LUCKN,3000.00
2770302,,2024-11-14,,,57217,5721700431,"AXIS Cash",DELHI,4500.00
2770303,,2024-11-14,,,57543,5754300508,"AXIS Cash",DELHI,4640.00
2770304,,2024-11-14,,,57625,5762500488,"AXIS Cash",AJMER,960.00
2770305,,2024-11-14,,,57748,5774800323,"AXIS Cash",UDAIP,3100.00
2770306,,2024-11-14,,,57758,5775800129,"AXIS Cash",SIKAR,68456.00
2770307,,2024-11-14,,,57761,5776100432,"AXIS Cash",NAVSA,278.00
2770308,,2024-11-14,,,57791,5779100405,"AXIS Cash",BANGL,1000.00
2770309,,2024-11-14,,,57794,5779400427,"AXIS Cash",DEHRA,5416.00
2770310,,2024-11-14,,,57794,5779400428,"AXIS Cash",DEHRA,6523.00
2773065,,2024-11-14,,,,,SBICASHMIS,,226700.00
2772931,,2024-11-14,,,,,SBICASHMIS,,646500.00
2773136,,2024-11-14,,,,,SBICASHMIS,,259050.00
2773137,,2024-11-14,,,,,SBICASHMIS,,600500.00
2770096,,2024-11-13,,,57638,5763800409,"AXIS Cash",RAJKO,10880.00
2770097,,2024-11-13,,,57653,5765300404,"AXIS Cash",JAIPU,5440.00
2770098,,2024-11-13,,,57787,5778700436,"AXIS Cash",CALCU,14100.00
2770099,,2024-11-13,,,57815,5781500441,"AXIS Cash",JAIPU,1130.00
2770100,,2024-11-13,,,57883,5788300441,"AXIS Cash",DURGA,500.00
2770101,,2024-11-13,,,87652,8765200501,"AXIS Cash",AMBAL,2500.00
2770102,,2024-11-13,,,57153,644193,"AXIS Cash",CBRAL,10000.00
2770103,,2024-11-13,,,57162,2099157,"AXIS Cash",CBRAL,6500.00
2770104,,2024-11-13,,,57126,5648936,"AXIS Cash",CBRAL,7320.00
2770105,,2024-11-13,,,57152,60792870,"AXIS Cash",CBRAL,3976.00
2770106,,2024-11-13,,,57157,62542371,"AXIS Cash",CBRAL,3010.00
2770107,,2024-11-13,,,57131,82896181,"AXIS Cash",CBRAL,25800.00
2770108,,2024-11-13,,,57139,5713900687,"AXIS Cash",CBRAL,3512.00
2770109,,2024-11-13,,,57161,5716100711,"AXIS Cash",CBRAL,6025.00
2770110,,2024-11-13,,,57164,5716400528,"AXIS Cash",CBRAL,1950.00
2770111,,2024-11-13,,,57180,5718000804,"AXIS Cash",CBRAL,3597.00
2772958,,2024-11-13,,,,,SBICASHMIS,,143050.00
2773108,,2024-11-13,,,,,SBICASHMIS,,103750.00
2772809,,2024-11-13,,,,,SBICASHMIS,,37500.00
2770088,,2024-11-13,,,57194,5719400502,"AXIS Cash",LUCKN,17400.00
2770089,,2024-11-13,,,57199,5719900782,"AXIS Cash",MYSOR,9480.00
2770090,,2024-11-13,,,57199,5719900783,"AXIS Cash",MYSOR,2883.00
2770091,,2024-11-13,,,57200,5720000267,"AXIS Cash",LUCKN,10500.00
2770092,,2024-11-13,,,57217,5721700430,"AXIS Cash",DELHI,1500.00
2770093,,2024-11-13,,,57292,5729200233,"AXIS Cash",DELHI,4000.00
2770094,,2024-11-13,,,57543,5754300507,"AXIS Cash",DELHI,4360.00
2770095,,2024-11-13,,,57625,5762500487,"AXIS Cash",AJMER,7781.00
2772926,,2024-11-13,,,,,SBICASHMIS,,74000.00
2772927,,2024-11-13,,,,,SBICASHMIS,,158000.00
2772928,,2024-11-13,,,,,SBICASHMIS,,233000.00
2773064,,2024-11-13,,,,,SBICASHMIS,,81500.00
2773133,,2024-11-13,,,,,SBICASHMIS,,76400.00
2773200,,2024-11-13,,,,,SBICASHMIS,,97500.00
2773201,,2024-11-13,,,,,SBICASHMIS,,284320.00
2773202,,2024-11-13,,,,,SBICASHMIS,,110800.00
2773212,,2024-11-13,,,,,SBICASHMIS,,9250.00
2773430,,2024-11-13,,,,,SBICASHMIS,,96500.00
2770013,,2024-11-13,,,57167,77254,"AXIS Cash",AHDBD,800.00
2770014,,2024-11-13,,,57167,999820,"AXIS Cash",AHDBD,1530.00
2770015,,2024-11-13,,,57134,2846003,"AXIS Cash",BANGL,3270.00
2770016,,2024-11-13,,,57128,57128007,"AXIS Cash",MUMBA,8420.00
2770017,,2024-11-13,,,57833,57592384,"AXIS Cash",SRIGA,5000.00
2770018,,2024-11-13,,,57124,60458822,"AXIS Cash",GUWAH,6100.00
2770019,,2024-11-13,,,57185,60754114,"AXIS Cash",PUNE,2280.00
2770020,,2024-11-13,,,87301,61725112,"AXIS Cash",CHNDI,2300.00
2770021,,2024-11-13,,,57609,64645339,"AXIS Cash",BANGL,14800.00
2770022,,2024-11-13,,,57198,64774201,"AXIS Cash",HYDER,4600.00
2770023,,2024-11-13,,,57143,73168376,"AXIS Cash",TIRUP,7171.00
2770024,,2024-11-13,,,57749,74310021,"AXIS Cash",CHNDI,5500.00
2770025,,2024-11-13,,,57847,80734465,"AXIS Cash",PANAJ,1750.00
2770026,,2024-11-13,,,57108,81026146,"AXIS Cash",MYSOR,1600.00
2770027,,2024-11-13,,,57187,81049964,"AXIS Cash",BANGL,2330.00
2770028,,2024-11-13,,,57146,82646992,"AXIS Cash",MANGR,6600.00
2770029,,2024-11-13,,,57509,82702163,"AXIS Cash",INDOR,1500.00
2770030,,2024-11-13,,,57220,82707068,"AXIS Cash",BHOPA,1183.00
2770031,,2024-11-13,,,57508,82720127,"AXIS Cash",INDOR,1500.00
2770032,,2024-11-13,,,57115,91358244,"AXIS Cash",HYDER,2170.00
2770033,,2024-11-13,,,57531,91720696,"AXIS Cash",CHNDI,7380.00
2770034,,2024-11-13,,,57189,571890079,"AXIS Cash",HYDER,429.00
2770035,,2024-11-13,,,57110,5711000707,"AXIS Cash",BAREI,10250.00
2770036,,2024-11-13,,,57111,5711100835,"AXIS Cash",CHENN,1380.00
2770037,,2024-11-13,,,57133,5713300843,"AXIS Cash",NASIK,5300.00
2770038,,2024-11-13,,,57159,5715900158,"AXIS Cash",BANGL,4000.00
2770039,,2024-11-13,,,57160,5716000448,"AXIS Cash",COIMB,5170.00
2770040,,2024-11-13,,,57168,5716800528,"AXIS Cash",DELHI,1300.00
2770041,,2024-11-13,,,57188,5718800614,"AXIS Cash",PUNE,2100.00
2770042,,2024-11-13,,,57190,5719000505,"AXIS Cash",SURAT,5481.00
2770043,,2024-11-13,,,57193,5719300434,"AXIS Cash",TRIVA,1029.00
2772702,,2024-11-12,,,,,SBICASHMIS,,96050.00
2773290,,2024-11-12,,,,,SBICASHMIS,,94750.00
2773291,,2024-11-12,,,,,SBICASHMIS,,40200.00
2773292,,2024-11-12,,,,,SBICASHMIS,,350500.00
2773293,,2024-11-12,,,,,SBICASHMIS,,93500.00
2773294,,2024-11-12,,,,,SBICASHMIS,,27500.00
2773063,,2024-11-12,,,,,SBICASHMIS,,79500.00
2773072,,2024-11-12,,,,,SBICASHMIS,,8250.00
2770128,,2024-11-12,,,57625,5762500486,"AXIS Cash",AJMER,12610.00
2770129,,2024-11-12,,,57638,5763800408,"AXIS Cash",RAJKO,11864.00
2770130,,2024-11-12,,,57653,5765300403,"AXIS Cash",JAIPU,11030.00
2770131,,2024-11-12,,,57748,5774800322,"AXIS Cash",UDAIP,51.00
2770222,,2024-11-12,,,57761,5776100431,"AXIS Cash",NAVSA,2961.00
2770758,,2024-11-12,,,57188,5718800610,"AXIS Cash",PUNE,500.00
2770759,,2024-11-12,,,57188,5718800611,"AXIS Cash",PUNE,6200.00
2770760,,2024-11-12,,,57188,5718800612,"AXIS Cash",PUNE,2300.00
2770761,,2024-11-12,,,57188,5718800613,"AXIS Cash",PUNE,6700.00
2770762,,2024-11-12,,,57190,5719000504,"AXIS Cash",SURAT,17994.00
2770763,,2024-11-12,,,57194,5719400501,"AXIS Cash",LUCKN,8500.00
2770764,,2024-11-12,,,57200,5720000266,"AXIS Cash",LUCKN,7000.00
2770223,,2024-11-12,,,57787,5778700435,"AXIS Cash",CALCU,2000.00
2770224,,2024-11-12,,,57815,5781500440,"AXIS Cash",JAIPU,700.00
2770225,,2024-11-12,,,57845,5784500268,"AXIS Cash",MUMBA,7900.00
2770226,,2024-11-12,,,57867,5786700241,"AXIS Cash",HYDER,2600.00
2770227,,2024-11-12,,,57883,5788300439,"AXIS Cash",DURGA,1970.00
2770228,,2024-11-12,,,87636,8763600383,"AXIS Cash",DELHI,1850.00
2770229,,2024-11-12,,,57162,2099156,"AXIS Cash",CBRAL,900.00
2770230,,2024-11-12,,,57126,4648935,"AXIS Cash",CBRAL,14650.00
2770231,,2024-11-12,,,57157,62542370,"AXIS Cash",CBRAL,7200.00
2770232,,2024-11-12,,,57139,571390685,"AXIS Cash",CBRAL,18000.00
2770233,,2024-11-12,,,57161,5716100710,"AXIS Cash",CBRAL,17000.00
2770234,,2024-11-12,,,57163,5716300512,"AXIS Cash",CBRAL,1461.00
2770235,,2024-11-12,,,57164,5716400527,"AXIS Cash",CBRAL,11800.00
2770236,,2024-11-12,,,57180,5718000803,"AXIS Cash",CBRAL,345.00
2770237,,2024-11-12,,,57280,5728000459,"AXIS Cash",CBRAL,7648.00
2769991,,2024-11-12,,,57833,57592383,"AXIS Cash",SRIGA,10000.00
2769992,,2024-11-12,,,57124,60458821,"AXIS Cash",GUWAH,6250.00
2769993,,2024-11-12,,,87301,61725111,"AXIS Cash",CHNDI,1150.00
2769994,,2024-11-12,,,57609,64645338,"AXIS Cash",BANGL,1000.00
2769995,,2024-11-12,,,57890,71671752,"AXIS Cash",GORAK,2500.00
2769996,,2024-11-12,,,57749,74310020,"AXIS Cash",CHNDI,1300.00
2769997,,2024-11-12,,,57505,79921756,"AXIS Cash",BANGL,7910.00
2769998,,2024-11-12,,,57513,80330116,"AXIS Cash",KOTA,1000.00
2769999,,2024-11-12,,,57127,80684498,"AXIS Cash",JAMSH,8650.00
2770000,,2024-11-12,,,57847,80734464,"AXIS Cash",PANAJ,500.00
2770001,,2024-11-12,,,57108,81026145,"AXIS Cash",MYSOR,3000.00
2770002,,2024-11-12,,,57220,82707067,"AXIS Cash",BHOPA,4360.00
2770003,,2024-11-12,,,57508,82720126,"AXIS Cash",INDOR,10000.00
2770004,,2024-11-12,,,57115,91358243,"AXIS Cash",HYDER,7200.00
2770005,,2024-11-12,,,57137,571370590,"AXIS Cash",HYDER,898.00
2770006,,2024-11-12,,,57189,571890795,"AXIS Cash",HYDER,2786.00
2770007,,2024-11-12,,,57792,712112024,"AXIS Cash",AHDBD,7641.00
2770008,,2024-11-12,,,57133,5713300842,"AXIS Cash",NASIK,1750.00
2770009,,2024-11-12,,,57154,5715400611,"AXIS Cash",PUNE,2400.00
2770010,,2024-11-12,,,57159,5715900157,"AXIS Cash",BANGL,6540.00
2770011,,2024-11-12,,,57168,5716800527,"AXIS Cash",DELHI,11000.00
2770012,,2024-11-12,,,57184,5718400789,"AXIS Cash",CALIC,2346.00
2772333,,2024-11-12,,,,,SBICASHMIS,,105940.00
2770588,,2024-11-12,,,57185,5718500731,"AXIS Cash",PUNE,500.00
2770126,,2024-11-12,,,57292,5729200232,"AXIS Cash",DELHI,2500.00
2770127,,2024-11-12,,,57543,5754300506,"AXIS Cash",DELHI,1500.00
2773130,,2024-11-12,,,,,SBICASHMIS,,198780.00
2773131,,2024-11-12,,,,,SBICASHMIS,,27000.00
2773132,,2024-11-12,,,,,SBICASHMIS,,87750.00
2773095,,2024-11-12,,,,,SBICASHMIS,,597950.00
2770112,,2024-11-12,,,85491,64796456,"AXIS Cash",BANGL,2000.00
2770113,,2024-11-12,,,13756,41378803,"AXIS Cash",MANGR,3500.00
2772694,,2024-11-12,,,,,SBICASHMIS,,520840.00
2772696,,2024-11-12,,,,,SBICASHMIS,,157900.00
2772697,,2024-11-12,,,,,SBICASHMIS,,50250.00
2770765,,2024-11-12,,,57217,5721700429,"AXIS Cash",DELHI,4500.00
2770766,,2024-11-11,,,57816,3420191,"AXIS Cash",BANGL,1500.00
2770767,,2024-11-11,,,57174,5084631,"AXIS Cash",BANGL,3700.00
2770768,,2024-11-11,,,57833,57592382,"AXIS Cash",SRIGA,12000.00
2770769,,2024-11-11,,,57839,58753083,"AXIS Cash",SIKAR,9100.00
2770770,,2024-11-11,,,57124,60458820,"AXIS Cash",GUWAH,18370.00
2770771,,2024-11-11,,,57754,61485028,"AXIS Cash",PURNI,4000.00
2770772,,2024-11-11,,,87301,61725110,"AXIS Cash",CHNDI,14600.00
2770773,,2024-11-11,,,57305,64140627,"AXIS Cash",COIMB,64172.00
2770774,,2024-11-11,,,57609,64645337,"AXIS Cash",BANGL,6245.00
2770775,,2024-11-11,,,57890,71671751,"AXIS Cash",GORAK,19930.00
2770776,,2024-11-11,,,57749,74310019,"AXIS Cash",CHNDI,14500.00
2770777,,2024-11-11,,,57120,79142774,"AXIS Cash",BANGL,10500.00
2770778,,2024-11-11,,,57505,79921755,"AXIS Cash",BANGL,7930.00
2770779,,2024-11-11,,,57513,80330115,"AXIS Cash",KOTA,12000.00
2770780,,2024-11-11,,,57528,80330952,"AXIS Cash",KOTA,6500.00
2770781,,2024-11-11,,,57263,80376562,"AXIS Cash",RANCH,14860.00
2770782,,2024-11-11,,,57127,80684497,"AXIS Cash",JAMSH,20180.00
2770783,,2024-11-11,,,57847,80734463,"AXIS Cash",PANAJ,11380.00
2770784,,2024-11-11,,,57108,81026144,"AXIS Cash",MYSOR,32100.00
2770785,,2024-11-11,,,57187,81049963,"AXIS Cash",BANGL,10820.00
2770786,,2024-11-11,,,57146,82646991,"AXIS Cash",MANGR,14530.00
2770787,,2024-11-11,,,57508,82702025,"AXIS Cash",INDOR,10500.00
2770788,,2024-11-11,,,57509,82702162,"AXIS Cash",INDOR,23500.00
2770789,,2024-11-11,,,57220,82707066,"AXIS Cash",BHOPA,20260.00
2770790,,2024-11-11,,,57115,91358242,"AXIS Cash",HYDER,9400.00
2770791,,2024-11-11,,,57531,91720695,"AXIS Cash",CHNDI,35400.00
2770792,,2024-11-11,,,57792,111120247,"AXIS Cash",AHDBD,4126.00
2770793,,2024-11-11,,,57792,111120248,"AXIS Cash",AHDBD,2046.00
2770794,,2024-11-11,,,57167,111120249,"AXIS Cash",AHDBD,8680.00
2770795,,2024-11-11,,,57110,5711000706,"AXIS Cash",BAREI,29200.00
2770796,,2024-11-11,,,57111,5711100834,"AXIS Cash",CHENN,5790.00
2770797,,2024-11-11,,,57128,5712800705,"AXIS Cash",MUMBA,27100.00
2770798,,2024-11-11,,,57129,5712900721,"AXIS Cash",BANGL,19345.00
2770799,,2024-11-11,,,57133,5713300839,"AXIS Cash",NASIK,14944.00
2770800,,2024-11-11,,,57133,5713300840,"AXIS Cash",NASIK,15562.00
2770801,,2024-11-11,,,57133,5713300841,"AXIS Cash",NASIK,9793.00
2770847,,2024-11-11,,,57135,5713500592,"AXIS Cash",HYDER,1307.00
2770848,,2024-11-11,,,57137,5713700589,"AXIS Cash",HYDER,2378.00
2770849,,2024-11-11,,,57144,5714400488,"AXIS Cash",CHENN,6675.00
2770850,,2024-11-11,,,57154,5715400610,"AXIS Cash",PUNE,17700.00
2770851,,2024-11-11,,,57159,5715900155,"AXIS Cash",BANGL,4100.00
2770852,,2024-11-11,,,57159,5715900156,"AXIS Cash",BANGL,2009.00
2770853,,2024-11-11,,,57160,5716000447,"AXIS Cash",COIMB,8860.00
2770854,,2024-11-11,,,57168,5716800526,"AXIS Cash",DELHI,18200.00
2770855,,2024-11-11,,,57184,5718400788,"AXIS Cash",CALIC,2405.00
2770856,,2024-11-11,,,57185,5718500730,"AXIS Cash",PUNE,4730.00
2770857,,2024-11-11,,,57189,5718900794,"AXIS Cash",HYDER,2615.00
2770858,,2024-11-11,,,57190,5719000506,"AXIS Cash",SURAT,23857.00
2770859,,2024-11-11,,,57191,5719100244,"AXIS Cash",AHDBD,29950.00
2770860,,2024-11-11,,,57194,5719400500,"AXIS Cash",LUCKN,77500.00
2770861,,2024-11-11,,,57199,5719900779,"AXIS Cash",MYSOR,4484.00
2770869,,2024-11-11,,,57845,5784500267,"AXIS Cash",MUMBA,10300.00
2770881,,2024-11-11,,,85491,64796454,"AXIS Cash",BANGL,3200.00
2770865,,2024-11-11,,,57787,5778700432,"AXIS Cash",CALCU,5500.00
2770867,,2024-11-11,,,57791,5779100402,"AXIS Cash",BANGL,8300.00
2772699,,2024-11-11,,,,,SBICASHMIS,,863450.00
2772700,,2024-11-11,,,,,SBICASHMIS,,169550.00
2772695,,2024-11-11,,,,,SBICASHMIS,,182090.00
2772961,,2024-11-11,,,,,SBICASHMIS,,228050.00
2770114,,2024-11-11,,,85491,64796455,"AXIS Cash",BANGL,44800.00
2770115,,2024-11-11,,,57152,60792869,"AXIS Cash",CBRAL,7141.00
2770116,,2024-11-11,,,57157,62542369,"AXIS Cash",CBRAL,17250.00
2770117,,2024-11-11,,,57131,82896186,"AXIS Cash",CBRAL,56200.00
2770118,,2024-11-11,,,57139,5713900684,"AXIS Cash",CBRAL,8476.00
2770119,,2024-11-11,,,57139,5713900685,"AXIS Cash",CBRAL,24971.00
2770120,,2024-11-11,,,57163,5716300511,"AXIS Cash",CBRAL,3700.00
2770121,,2024-11-11,,,57164,5716400525,"AXIS Cash",CBRAL,15200.00
2770122,,2024-11-11,,,57164,5716400526,"AXIS Cash",CBRAL,9480.00
2770123,,2024-11-11,,,57180,5718000801,"AXIS Cash",CBRAL,799.00
2770124,,2024-11-11,,,57180,5718000802,"AXIS Cash",CBRAL,6349.00
2770125,,2024-11-11,,,57280,5728000458,"AXIS Cash",CBRAL,27385.00
2772808,,2024-11-11,,,,,SBICASHMIS,,228150.00
2773109,,2024-11-11,,,,,SBICASHMIS,,165450.00
2773110,,2024-11-11,,,,,SBICASHMIS,,137700.00
2773112,,2024-11-11,,,,,SBICASHMIS,,22000.00
2770587,,2024-11-11,,,57134,82845650,"AXIS Cash",BANGL,4790.00
2772462,,2024-11-11,,,,,SBICASHMIS,,160500.00
2772472,,2024-11-11,,,,,SBICASHMIS,,234270.00
2772336,,2024-11-11,,,,,SBICASHMIS,,122500.00
2770238,,2024-11-11,,,57199,5719900780,"AXIS Cash",MYSOR,5394.00
2770239,,2024-11-11,,,57199,5719900781,"AXIS Cash",MYSOR,4045.00
2770240,,2024-11-11,,,57200,5720000264,"AXIS Cash",LUCKN,18700.00
2770241,,2024-11-11,,,57217,5721700428,"AXIS Cash",DELHI,23200.00
2770242,,2024-11-11,,,57292,5729200231,"AXIS Cash",DELHI,20000.00
2770243,,2024-11-11,,,57543,5754300505,"AXIS Cash",DELHI,37820.00
2770244,,2024-11-11,,,57621,5762100383,"AXIS Cash",AHDBD,42034.00
2770245,,2024-11-11,,,57625,5762500485,"AXIS Cash",AJMER,41835.00
2770246,,2024-11-11,,,57638,5763800407,"AXIS Cash",RAJKO,11275.00
2770247,,2024-11-11,,,57653,5765300402,"AXIS Cash",JAIPU,11920.00
2770248,,2024-11-11,,,57748,5774800321,"AXIS Cash",UDAIP,4283.00
2770249,,2024-11-11,,,57761,5776100430,"AXIS Cash",NAVSA,1062.00
2770250,,2024-11-11,,,57787,5778700433,"AXIS Cash",CALCU,500.00
2770251,,2024-11-11,,,57787,5778700434,"AXIS Cash",CALCU,64.00
2770252,,2024-11-11,,,57791,5779100403,"AXIS Cash",BANGL,100.00
2770253,,2024-11-11,,,57791,5779100404,"AXIS Cash",BANGL,5000.00
2770254,,2024-11-11,,,57794,5779400425,"AXIS Cash",DEHRA,6833.00
2770255,,2024-11-11,,,57794,5779400426,"AXIS Cash",DEHRA,8301.00
2770256,,2024-11-11,,,57815,5781500439,"AXIS Cash",JAIPU,8810.00
2770257,,2024-11-11,,,57883,5788300436,"AXIS Cash",DURGA,3950.00
2770258,,2024-11-11,,,57883,5788300437,"AXIS Cash",DURGA,3400.00
2770259,,2024-11-11,,,57883,5788300438,"AXIS Cash",DURGA,2020.00
2770260,,2024-11-11,,,87636,8763600382,"AXIS Cash",DELHI,17050.00
2770261,,2024-11-11,,,87652,8765200500,"AXIS Cash",AMBAL,12500.00
2770262,,2024-11-11,,,57153,644191,"AXIS Cash",CBRAL,5000.00
2770263,,2024-11-11,,,57162,2099155,"AXIS Cash",CBRAL,23160.00
2770264,,2024-11-11,,,57126,5648934,"AXIS Cash",CBRAL,43000.00
2770693,,2024-11-11,,,57111,5711100833,"AXIS Cash",CHENN,3050.00
2770697,,2024-11-11,,,57135,5713500591,"AXIS Cash",HYDER,2200.00
2770699,,2024-11-11,,,57159,5715900154,"AXIS Cash",BANGL,2500.00
2770706,,2024-11-11,,,57189,5718900793,"AXIS Cash",HYDER,8151.00
2770707,,2024-11-11,,,57190,5719000502,"AXIS Cash",SURAT,18733.00
2770710,,2024-11-11,,,57279,5727900408,"AXIS Cash",DELHI,900.00
2770711,,2024-11-11,,,57543,5754300504,"AXIS Cash",DELHI,5540.00
2770703,,2024-11-11,,,57168,5716800525,"AXIS Cash",DELHI,1800.00
2772925,,2024-11-11,,,,,SBICASHMIS,,361400.00
2772932,,2024-11-11,,,,,SBICASHMIS,,653580.00
2772943,,2024-11-11,,,,,SBICASHMIS,,7500.00
2773194,,2024-11-11,,,,,SBICASHMIS,,119730.00
2773195,,2024-11-11,,,,,SBICASHMIS,,467900.00
2767866,,2024-11-11,,,87636,381,"AXIS Cash",DELHI,3000.00
2767867,,2024-11-11,,,57134,2846001,"AXIS Cash",BANGL,32420.00
2767869,,2024-11-11,,,57128,57128704,"AXIS Cash",MUMBA,6500.00
2767874,,2024-11-11,,,57609,64645335,"AXIS Cash",BANGL,500.00
2767870,,2024-11-08,,,57124,60458819,"AXIS Cash",GUWAH,12000.00
2767871,,2024-11-08,,,57890,60983675,"AXIS Cash",GORAK,14012.00
2767872,,2024-11-08,,,87301,61725109,"AXIS Cash",CHNDI,5500.00
2767873,,2024-11-08,,,57609,64645334,"AXIS Cash",BANGL,10010.00
2767868,,2024-11-08,,,57198,5941149,"AXIS Cash",HYDER,9150.00
2772701,,2024-11-08,,,,,SBICASHMIS,,238560.00
2773208,,2024-11-08,,,,,SBICASHMIS,,167000.00
2773166,,2024-11-08,,,,,SBICASHMIS,,45600.00
2772941,,2024-11-08,,,,,SBICASHMIS,,169640.00
2772942,,2024-11-08,,,,,SBICASHMIS,,131450.00
2772933,,2024-11-08,,,,,SBICASHMIS,,50000.00
2772924,,2024-11-08,,,,,SBICASHMIS,,32500.00
2773061,,2024-11-08,,,,,SBICASHMIS,,475550.00
2772921,,2024-11-08,,,,,SBICASHMIS,,22400.00
2772922,,2024-11-08,,,,,SBICASHMIS,,251400.00
2771366,,2024-11-08,,,57749,74310018,"AXIS Cash",CHNDI,2040.00
2771367,,2024-11-08,,,57505,79921754,"AXIS Cash",BANGL,3600.00
2771368,,2024-11-08,,,57531,91720694,"AXIS Cash",CHNDI,7804.00
2770704,,2024-11-08,,,57185,5718500729,"AXIS Cash",PUNE,1200.00
2770705,,2024-11-08,,,57188,5718800609,"AXIS Cash",PUNE,3000.00
2770712,,2024-11-08,,,57621,5762103821,"AXIS Cash",AHDBD,3835.00
2770708,,2024-11-08,,,57193,5719300433,"AXIS Cash",TRIVA,1577.00
2770709,,2024-11-08,,,57200,5720000263,"AXIS Cash",LUCKN,6000.00
2770700,,2024-11-08,,,57160,5716000445,"AXIS Cash",COIMB,12120.00
2770701,,2024-11-08,,,57160,5716000446,"AXIS Cash",COIMB,3000.00
2770702,,2024-11-08,,,57165,5716500294,"AXIS Cash",REWA,14850.00
2770698,,2024-11-08,,,57154,5715400609,"AXIS Cash",PUNE,2000.00
2770692,,2024-11-08,,,57792,708112024,"AXIS Cash",AHDBD,4715.00
