"Unique ID","SL no","MGP SAP code","NEW SAP code","Retak code","New IO No","Brand Name","Sub Brand",StoreTypeasperBrand,Channel,"Franchisee Name","Store opening Date",Status,"Store Closing Date",Location,City,State,Address,"Pin code","Located ","Store Area (Sq Feet)",Region,"Store Manager Name","Contact no","Basement occupied (Y/No)","ARM email id","RM email id","NROM email id","RCM mail","Correct store email id","HO contact","RD email id"
1695,525,102567,3636,63636,,"PE RED",,FOFO,Retail,"PE - RED - SHIRUR",2018-11-23,,,SHIRUR,SHIRUR,Maharashtra,"Chaitanya Style House, Shop no.4&5,Prajakta Pride, C T Bora Collage Road, Revenue Colony,Behind Civil Court, Pune,Maharashtra-412210",412210,SHIRUR,,West,"Shivkumar Swami ",8624855615,NO," sarang.gaikwad@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.shipe3636-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2469,526,102568,3637,63637,,"PE BLUE",,FOFO,Retail,"MG ROAD, KANNUR",2018-12-01,,,"MG ROAD, THAVAKKARA",KANNUR,KERALA,"HPA Retail Ventures Private Limited, Metro Arcade,Near Louis Philippe, behind SBI,MG Road,Thavakkara,Kannur,Kerala,670001",670001,"MG ROAD, THAVAKKARA",,SOUTH,Nadirsha,9567391619,NO," blasil.pd@abfrl.adityabirla.com "," jayakumar.a@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,mg.kanpe3637-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
2471,527,102579,3643,63643,,"PE BLUE",,COFO,Retail,"VIDYARANYAPURA, BANGALORE",2018-12-17,,,VIDYARANYAPURA,BANGALORE,Karnataka,"Site No.1242, Main Road ,Vidyaranyapura,Bangalore-560097",560097,VIDYARANYAPURA,,SOUTH,"Abrar ",7353564777,NO," aja.ram@abfrl.adityabirla.com "," samarth.singh@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,mg.blrpe3643-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1699,528,102581,3644,63644,,"PE RED",,FOFO,Retail,"PE - RED - NAJIBABAD",2019-01-09,,,NAJIBABAD,NAJIBABAD,"UTTAR PRADESH","Hobby Brothers, Waras Complex,Hardwar Road, Near Canara Nank, Bijnor, Najibabad,Uttar Pradesh - 246763",246763,NAJIBABAD,,NORTH,Sooraj,9149153848,NO," pranav.sood@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.najpe3644-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1698,529,102582,3645,63645,,"PE RED",,FOFO,Retail,"Tex India Lifestyle Retails",2018-12-31,Conversion,2024-05-03,FATEHPUR,FATEHPUR,"UTTAR PRADESH","Tex India Lifestyle Retails,ITI Road,Verma Chauraha, Collector Ganj,Op Khadi India Store, Fatehpur, Uttar Pradesh-212601",212601,FATEHPUR,,NORTH,Ankit,8707210279,NO,shubham.srivastav@abfrl.adityabirla.com,mohammad.shakeel@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.fatpe3645-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2476,530,102583,3646,63646,,"PE BLUE",,COCO,Retail,"MG ROAD AGRA",2019-06-01,,,"MG ROAD, AGRA",AGRA,"UTTAR PRADESH","Aditya Birla Fashion and Retail Limited,  Ground & First floor, Shop No.4,2/208, MG Road, Agra, Uttar Pradesh-282001",282001,"MG ROAD, AGRA",,NORTH,"Arun verma",8077187660,NO," vikas.sharma@abfrl.adityabirla.com "," annant.raunkali@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",Ajay.Verma@abfrl.adityabirla.com,mg.agrpe3646-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1702,531,102586,3647,63647,,"PE RED",,FOFO,Retail,"PE - RED - RAJAPALAYAM",2019-01-25,,,RAJAPALAYAM,RAJAPALAYAM,"Tamil Nadu","S.N.Life Style, Door No.280/3, 280/4, Tenkasi Road, Virudhu Nagar, Rajapalayam, Tamil Nadu-626117",626117,RAJAPALAYAM,,SOUTH,"Thangapandi R",8778616363,NO," Vacancy "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.rajpe3647-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1706,532,102591,3649,63649,,"PE RED",,FOFO,Retail,"PE - RED - GONDA",2019-02-10,,,GONDA,GONDA,"UTTAR PRADESH","Tex India Lifestyle Retails, Shop no.1 Station Road,near Dukh Haran Nath Mandir,Gonda, Uttar Pradesh -271001",271001,GONDA,,NORTH,RajeevPandey,9984513000,NO," shubham.srivastav@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.gonpe3649-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2472,533,102594,3652,63652,,"PE BLUE",,COCO,Retail,"R R NAGAR, BANGALORE",2019-03-31,,,"RR NAGAR",BANGALORE,Karnataka,"Peter England Showroom, No.834 situated ar R.R.Nagar,Ground Floor,Bangalore, Karnataka -560098",560098,"RR NAGAR",,SOUTH,"Arkajit Roy",9007773399,NO," aja.ram@abfrl.adityabirla.com "," samarth.singh@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,mg.blrpe3652-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1707,534,102596,3654,63654,,"PE RED",,FOFO,Retail,"PE - RED - GAURIGANJ",2019-02-04,,,GAURIGANJ,GAURIGANJ,"UTTAR PRADESH","Tex India Lifestyle Retails,Shop no.2 Jamo Shopping Centre, Near Bank of Baroda,Amethi, Gauriganj,Uttar Pradesh- 227409",227409,GAURIGANJ,,NORTH,shivom,7428310954,NO," shubham.srivastav@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.gaupe3654-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1704,535,102598,3655,63655,,"PE RED",,FOFO,Retail,"PE - RED - KHURJA",2019-01-30,,,KHURJA,KHURJA,"UTTAR PRADESH","Perfect Lifestyle Private limited, NH Plaza,GT road, Opp, Bus Stand, Bulandshahr, Khurja, Uttar Pradesh - 203131",203131,KHURJA,,NORTH,Sainkee,9910267923,NO," Vacancy "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.khupe3655-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1700,536,102600,3656,63656,,"PE RED",,FOFO,Retail,"PE - RED - BHIWANDI",2019-01-18,,,BHIWANDI,BHIWANDI,Maharashtra,"Chaitanya Style House, Shop no.1,2 & 3,Trinetra Park, Opp Centrel Telaphone Exchange,Gauri pad, Thane, Bhiwandi, Maharastra-421302",421302,BHIWANDI,,West,"Rupesh Shelar",9967249343,NO," sarang.gaikwad@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.bhipe3656-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1705,537,102609,3660,63660,,"PE RED",,FOFO,Retail,"PE - RED - BARAUT",2019-01-31,,,BARAUT,BARAUT,"UTTAR PRADESH","Infinity Lifestyle & Retail, Plot no.16/435,Mahavir Marriage Hall, Delhi-Shaharanpur Road, Baghpat, Baraut, Uttar Pradesh,250611",250611,BARAUT,,NORTH,"MUKESH KUMAR",9548212200,NO," pranav.sood@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.barpe3660-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1703,538,102611,3661,63661,,"PE RED",,FOFO,Retail,"PE - RED - URAN ISLAMPUR",2019-01-25,,,"URAN ISLAMPUR","URAN ISLAMPUR",Maharashtra,"Chaitanya Style House, S.No.70/A/1/1,Plot no.34, Behind ST Stand,Tal-walwa, Sangali, Uran Islampur-415409",415409,"URAN ISLAMPUR",,West,"Rohit Jadhav",8408088008,NO," sarang.gaikwad@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.islpe3661-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2481,539,102613,3662,63662,,"PE BLUE",,COCO,Retail,"GAYATHRI NAGAR VIJAYAWADA",2019-07-04,,,"IMPERIAL ARCADE, ELURU ROAD",VIJAYAWADA,"Andhra Pradesh","Peter England Showroom, D.no.59-13-34/1A, Gayathri Nagar, Krishna, Vijayawada, Andhra Pradesh-520008",520008,"IMPERIAL ARCADE, ELURU ROAD",,EAST,Goutham,9963335925,NO," Vacant "," samarth.singh@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",avijit.mukherjee@abfrl.adityabirla.com,mg.imvpe3662-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1708,540,102618,3663,63663,,"PE RED",,FOFO,Retail,"PE - RED - MACHHALI SHAHAR",2019-02-17,,,"MACHHALI SHAHAR",MACHHLISHAHR,"UTTAR PRADESH","Perfect Lifestyle Private limited,Shop no.97,Shadiganj bypass,near Bus Stand,Allahabad Road,Jaunpur,Machhali Shahar,Uttar Pradesh-222143",222143,"MACHHALI SHAHAR",,NORTH,"Anand Tiwari (Andy)",9651061001,NO," shubham.srivastav@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.macpe3663-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1709,541,102619,3664,63664,,"PE RED",,FOFO,Retail,"PE - RED - HARDOI",2019-02-28,,,HARDOI,HARDOI,"UTTAR PRADESH","ARISEN Enterprises, 158,Ground Floor,Old Boarding House, Mahatama Gandhi Marg, Hardoi, Uttar Pradesh-241001",241001,HARDOI,,NORTH,"Shashank kumar singh",8318356822,NO," Vacancy "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.harpe3664-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2935,542,102620,3665,63665,,"PE RED",,FOFO,Retail,Santel,2019-02-14,Closed,2024-03-08,HOSUR,HOSUR,"Tamil Nadu","Santel, No.749 PT,15/H-15,Avalapali Hudco,TNHB Phase VI,Bagalur Road, Hosur, TamilNadu-635109",635109,HOSUR,,SOUTH,"Jeeva Nandha ",8610865551,NO,Vacancy,apalak.kashyap@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.hospe3665-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2474,543,102630,3666,63666,,"PE BLUE",,COCO,Retail,"WTP MALL JAIPUR",2019-04-19,,,"WTP Jaipur",JAIPUR,RAJASTHAN,"Aditya Birla Fashion and Retail Limited, 07B-08 upper Ground Floor, Block A,World Trade Park(WTP Mall ),JLN Marg,Malviya Nagar, Jaipur, Rajasthan-302017",302017,"WTP Jaipur",,NORTH,"Mahipal Singh",9772554349,NO," nityananda.bharali@abfrl.adityabirla.com "," umesh.swaroop@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",Ajay.Verma@abfrl.adityabirla.com,mg.jaipe3666-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1710,544,102631,3667,63667,,"PE RED",,FOFO,Retail,"PE - RED - RED HILLS",2019-03-07,,,"RED HILLS",REDHILLS,"Tamil Nadu","Sait Fashions, 187,G.N.T.Road, Red Hills, Chennai, Tamil Nadu-600052",600052,"RED HILLS",,SOUTH,"J. Vignesh",7695885124,NO," Vacancy "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.redpe3667-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1717,545,102638,3669,63669,,"PE RED",,FOFO,Retail,"PE - RED - TUNI",2019-03-31,,,TUNI,TUNI,"Andhra Pradesh","Door no.4-2-1/3,Prakasam Road, Beside Bharat Petrol Bunk,Godavari, Tuni, Andra Pradesh - 533401",533401,TUNI,,EAST,"Krishna choudhury",7002854221,NO," rajesh.choudhary@abfrl.adityabirla.com "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.tunpe3669-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2493,546,102640,3671,63671,,"PE BLUE",,COCO,Retail,"CHANDRA LAYOUT, BANGALORE",2019-12-29,,,"CHANDRA LAYOUT",BANGALORE,Karnataka,"Peter England Showroom, Sy.no.349 / 352 Site no.95, Ground Floor, Chandra Layout, Bangalore, Karnataka-560086",560086,"CHANDRA LAYOUT",,SOUTH,"Md Ishaq",8147441474,NO," aja.ram@abfrl.adityabirla.com "," samarth.singh@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,mg.blrpe3671-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
2478,547,102641,3672,63672,,"PE BLUE",,COCO,Retail,"BANSDRONI, KOLKATA",2019-06-04,,,BANSDRONI,KOLKATA,"West Bengal","Peter England Showroom, Situated at 227,Netaji Subhash Chandra Bose Road,Bansdroni, Kolkata - 700047",700047,BANSDRONI,,EAST,"Vicky Hari",9804711403,NO," ravinder.singh1@abfrl.adityabirla.com "," namrata.biswas@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",avijit.mukherjee@abfrl.adityabirla.com,mg.banpe3672-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1711,548,102645,3673,63673,,"PE RED",,FOFO,Retail,"PE - RED - PARBHANI",2019-03-09,,,PARBHANI,PARBHANI,Maharashtra,"Chaitanya Style House, Daulat Building Shivaji Chowk, Parbhani,Maharashtra - 431401",431401,PARBHANI,,West,"Ganesh Ambhure ",7776922793,NO," ayush.agarwal@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.parpe3673-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1712,549,102649,3674,63674,,"PE RED",,FOFO,Retail,"PE - RED - MHOW",2019-03-17,,,MHOW,MHOW,"Madhya Pradesh","Shree Indubala, # 197,Sanghi Street, Mhow, Indore, Madhya Pradesh-453441",453441,MHOW,,West,"shailendra singh chuohan",6266065795,NO," shaikh.mohsin@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.mhope3674-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1713,550,102650,3675,63675,,"PE RED",,FOFO,Retail,"PE - RED - BADLAPUR - UP",2019-03-17,,,"BADLAPUR UP",JAUNPUR,"UTTAR PRADESH","Perfect Lifestyle Private limited, 232, Bhaluwahi, Badlapur-Prayagraj Road, Jaunpur, Uttar Pradesh -222125",222125,"BADLAPUR UP",,NORTH,Saurav,7042058734,NO," shubham.srivastav@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.badpe3675-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2936,551,102654,3676,63676,,"PE RED",,FOFO,Retail,"Haarish Readymades",2019-03-29,Closed,2024-03-22,DHARAPURAM,DHARAPURAM,"Tamil Nadu","130-A3,Old Municipal Complex, Tirupur,Dharapuram , Tamil Nadu - 638656",638656,DHARAPURAM,,SOUTH,"Mohammed siddhiq",8220482622,NO,agastya.das@abfrl.adityabirla.com,apalak.kashyap@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.dhape3676-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2937,552,102658,3677,63677,,"PE RED",,FOFO,Retail,"Tejha Retail",2019-03-14,Closed,2024-03-22,PERAMBALUR,PERAMBALUR,"Tamil Nadu","Shop No. 1, Ground Floor, Perambalur - 621212",621212,PERAMBALUR,,SOUTH,Sangeetha,9344141339,NO,agastya.das@abfrl.adityabirla.com,apalak.kashyap@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.perpe2668-ro@madura.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1716,553,102659,3678,63678,,"PE RED",,FOFO,Retail,"PE - RED - MOKAMA",2019-03-25,,,MOKAMA,MOKAMEH,Bihar,"Shri Manish Kumar,Sakarwar Tola, Ward no.18, Mokama,Dist-Patna,Bihar – 803302",803302,MOKAMA,,EAST,"Sanjeev Kumar ",8709968132,NO," himanshu.rajan@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.mokpe3678-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2938,554,102665,3684,63684,,"PE BLUE",,FOFO,Retail,NULL,2019-06-20,Closed,2024-02-29,"OMR ROAD",CHENNAI,"Tamil Nadu"," M/s,Salza Apparel, # 339/2A.340/2AA, ""E"" Block, OMR Road,Rajive Gandhi, Salai, Okkiam-Thoraipakam, CHENNAI, Tamil Nadu -600097",600097,"OMR ROAD",,SOUTH,Dinesh,9003111249,NO,dulasi.rajan@abfrl.adityabirla.com,jayakumar.a@abfrl.adityabirla.com,"satishrakesh.kumar@abfrl.adityabirla.com  ",Vcancy,mg.omrpe3684-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
2473,555,102667,3686,63686,,"PE BLUE",,FOFO,Retail,"INFOCITY SUPER MALL, GANDHINAG",2019-04-06,,,"INFO CITY",GANDHINAGAR,Gujarat,"Infocity Super MAll - 1, Sub plot no.SP-4,CH-0 circle,Ground Floor Shop no.SWGF 03 A & C,Western Entry point to Gandhinagar, Infocity, Gandhinagar, Gujarat -382010",382010,"INFO CITY",,West,Bhautik,9737140640,NO," anurag.kelkar@abfrl.adityabirla.com "," umesh.swaroop@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",atul.gupta@abfrl.adityabirla.com,mg.gujpe3686-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1715,556,102668,3687,63687,,"PE RED",,FOFO,Retail,"PE - RED - ETAWAH",2019-03-24,,,ETAWAH,ETAWAH,"UTTAR PRADESH","Tex India Lifestyle Retails, Shop no.759,Lower ground Floor,Harshnagar,Kacheri Road, Etawah, Uttar Pradesh-206001",206001,ETAWAH,,NORTH,"Pavan Mehrotra",6393151823,NO," Vacancy "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.etape3687-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2475,557,102669,3688,63688,,"PE BLUE",,COCO,Retail,"DWARKA, DELHI",2019-05-22,,,"SECTOR 12 DWARKA, NEW DELHI","NEW DELHI",Delhi,"Plot no. 6, Shop no. G-2, & G-3, Agarwal Arcade, Sector 12, Dwarka, New Delhi - 110 001.",110001,"SECTOR 12 DWARKA, NEW DELHI",,NORTH,"Akshay Sharma",9717398878,NO," suryaprakash.singh1@abfrl.adityabirla.com "," annant.raunkali@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",Ajay.Verma@abfrl.adityabirla.com,mg.dwape3688-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1721,558,102673,3689,63689,,"PE RED",,FOFO,Retail,"PE - RED - NIRMAL",2019-04-14,Closed,2024-05-14,NIRMAL,HYDERABAD,Telangana,"AWE Fashions Pvt Ltd, Sy.no.1105/2,Nirmal to MNCL Road,near Shastrinagar X-Road,Nirmal, HYDERABAD, Telangana-504106",504106,NIRMAL,,SOUTH,"K.shyam prasad reddy",7702730063,NO,Vacancy,apalak.kashyap@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.nirpe3689-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1718,559,102674,3690,63690,,"PE RED",,FOFO,Retail,"PE - RED - SAHEBGANJ",2019-03-31,,,SAHEBGANJ,SAHIBGANJ,Jharkhand,"Peter England Showroom, Beside Vinayak Restaurant, in Front of Electric office, Jirwabari, Sahebganj, Jharkhand-816109",816109,SAHEBGANJ,,EAST,"Deepak Sharma ",8102053516,NO," dileep.nayak@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.sahpe3690-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1719,560,102680,3691,63691,,"PE RED",,FOFO,Retail,"PE - RED - PATTUKOTTAI",2019-03-25,,,PATTUKOTTAI,PATTUKKOTTAI,"Tamil Nadu","New VNS Complex, Shop NO.1 & 2, Sri Palaniyappan Street,Pattukottai, Thanjavur, Tamil Nadu -614602",614602,PATTUKOTTAI,,SOUTH,"James ",9500877894,NO," Vacancy "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.patpe3691-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2480,561,102696,3695,63695,,"PE BLUE",,COCO,Retail,"MARINA MALL, CHENNAI",2019-07-03,,,"MARINA MALL",KANCHIPURAM,"Tamil Nadu","Peter England Showromm, FF Shop no.F005B,Survey no.13/1A, Egattur Village, Tirupporur Taluk, Marina Mall,  Old Mahabalipuram Road,KANCHIPURAM, Tamil Nadu-603103",603103,"MARINA MALL",,SOUTH,Jiss,9539069022,NO," nishchal.vaishnav@abfrl.adityabirla.com "," jayakumar.a@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,mg.marpe3695-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1722,562,102701,3696,63696,,"PE RED",,FOFO,Retail,"PE - RED - TENKASI",2019-05-01,,,TENKASI,TENKASI,"Tamil Nadu","Texdon Clothing, no.76/3B,Shop no.B4,B5, railway station road, Near MKVK School, Tenkasi, Tamil Nadu-627811",627811,TENKASI,,SOUTH,Vasanth,8870564396,NO," Vacancy "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.tenpe3696-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1724,563,102704,3697,63697,,"PE RED",,FOFO,Retail,"PE - RED - RAMGARH",2019-05-24,,,RAMGARH,RAMGARH,Jharkhand,"Shobha Lifestyles, Main Road , IDBI Bank building, beside jain Temple, Ramgarh, Jharkhand-829122",829122,RAMGARH,,EAST,"Abhijit ",9579668109,NO," dileep.nayak@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.rampe3697-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1723,564,102705,3698,63698,,"PE RED",,FOFO,Retail,"PE - RED - MADHUPUR",2019-05-07,,,MADHUPUR,MADHUPUR,Jharkhand,"KDPS Lifestyle pvt ltd, Om Prakash Mohanlal, Bhagat Singh Road, P.O-Madhupu,Deogarh,Jharkhand-815353",815353,MADHUPUR,,EAST,"KRISHNA SHARMA",7488746778,NO," dileep.nayak@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.madpe3698-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1737,565,102709,3699,63699,,"PE RED",,FOFO,Retail,"PE - RED - CHAIBASA",2019-07-12,,,CHAIBASA,SINGHBHUM,Jharkhand,"Peter England Shoroom,Kapra patty post, Chaibasa Dis, west singhbhum, Chaibasa, Jharkhand-833201",833201,CHAIBASA,,EAST,"Kiran Kumari",6200993396,NO," dileep.nayak@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.chape3699-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
